local date,local time,city,lat,lon,aqi,h,p,pm10,pm25,so2,t,w,wg,co,no2,o3,dew,r
2020-03-18,23:00:00,"Gherardi, Emilia Romagna, Italy",44.839749,11.961252,70,70.4,1019.6,23.0,70.0,,13.4,1.2,1.2,0.1,5.1,41.1,,
2020-03-18,23:00:00,"Milano Senato, Lombardia, Italy",45.470501,9.19746075,112,67.9,1020.5,45.0,112.0,,11.6,,,0.1,38.4,,,
2020-03-18,23:00:00,"Brescia Villaggio Sereno, Lombardia, Italy",45.515945,10.21914764,117,66.0,1012.5,49.0,117.0,2.1,10.0,3.5,4.0,,29.8,41.1,,
2020-03-18,23:00:00,"Villa Fulvia, Emilia Romagna, Italy",44.824263,11.649618,89,71.0,1022.8,36.0,89.0,,14.4,0.5,2.0,0.1,18.3,45.9,,
2020-03-18,23:00:00,"Caorle, Emilia Romagna, Italy",44.419261,12.225385,104,81.5,1024.1,36.0,104.0,5.1,10.5,1.5,0.2,0.1,23.8,43.1,,
2020-03-20,06:00:00,"I.t.i.s. Argine, Napoli, Campania, Italy",40.86427,14.34108,79,76.0,1023.0,33.0,79.0,2.6,10.0,1.2,11.3,6.4,28.1,,6.0,
2020-03-18,23:00:00,"Dalmine via Verdi, Lombardia, Italy",45.64971,9.60123469,109,76.0,1022.0,42.0,109.0,,9.0,2.8,,0.1,28.4,,5.0,
2020-03-18,23:00:00,"Pavia Folperti, Lombardia, Italy",45.19468231,9.16464919,49,78.6,1023.7,49.0,,12.7,9.2,0.5,0.2,,23.4,45.1,,
2020-03-18,23:00:00,"Ostellato, Emilia Romagna, Italy",44.740896,11.941937,85,71.0,1022.8,23.0,85.0,,14.4,0.5,2.0,0.1,7.8,41.5,,
2020-03-18,23:00:00,"Staffarda, Revello, Piemonte, Italy",44.7202123,7.4383072,85,63.0,1011.4,,85.0,,9.4,0.3,0.4,,,,,
2020-03-18,23:00:00,"Borghetto, Pisa, Italy",43.71153749249,10.409876134347,85,28.0,1022.9,30.0,85.0,,22.7,5.8,7.6,0.1,23.4,,,
2020-03-18,23:00:00,"De Amicis, Emilia Romagna, Italy",44.355422,11.720672,30,56.0,1024.3,30.0,57.0,,11.3,2.5,,,21.5,34.6,,
